,var2,var2.1,Class
0,9.42020683742384,-4.35068716980781,1
1,9.70440503993861,-4.46009609251061,1
2,9.80754299720612,-4.08937866730034,1
3,9.27714731737536,-4.03486555034207,1
4,9.64467319253426,-3.5967778477243,1
5,9.67816902830561,-4.13020493616893,1
6,8.91424606659944,-4.01188607824767,1
7,9.13942923393032,-4.45923949186733,1
8,9.82306013925926,-3.7789735852963,1
9,9.26227857304855,-4.58244164819458,1
10,9.60718812646784,-3.81078255637598,1
11,8.89253764172009,-4.22645517166693,1
12,9.24964348703815,-4.43848963423501,1
13,9.46997868478102,-4.17300659131068,1
14,9.69761891360045,-4.44049070090288,1
15,8.89915701546719,-4.78728752405236,1
16,9.53527079665148,-4.50125070649271,1
17,9.56163040928358,-4.77794720110454,1
18,9.24875706070717,-3.95485849857603,1
19,9.57010088041485,-4.17333579450158,1
20,8.8904223202223,-4.79603905408381,1
21,8.74976193328995,-4.01357642868605,1
22,8.62088193172327,-4.03530567754077,1
23,8.85703119883686,-4.62769271073776,1
24,9.47893773863562,-4.95007121058884,1
25,9.25713226897256,-4.81042923126295,1
26,9.02019848183929,-4.57306131559898,1
27,8.99658158596273,-4.94468683240371,1
28,8.57652294846429,-4.46579290006888,1
29,9.06260810537227,-4.44577059528332,1
30,8.81856244158365,-4.74361716974554,1
31,9.34931532370705,-4.90683005208338,1
32,9.12050343398159,-4.79100329627749,1
33,8.86382480748201,-4.81830012189578,1
34,9.41534130359406,-4.30106830654164,1
35,8.71527479029812,-4.727437961013,1
36,8.94834767667832,-4.76205813770841,1
37,8.80989552232299,-4.43659131780716,1
38,9.00892685496683,-4.45780130331998,1
39,8.43872246340003,-4.95510968390057,1
40,9.01013704909314,-5.38929002154493,1
41,9.15454771494915,-4.64280762069996,1
42,8.59579355508376,-5.22834916530876,1
43,8.54130762183817,-5.07043179363153,1
44,9.02898862771004,-5.24628063171329,1
45,8.31832673072312,-4.78695577632955,1
46,8.86780478044972,-4.70842267699638,1
47,8.33501067861979,-5.03882605861302,1
48,8.74863455636566,-5.30108960242155,1
49,8.30738666194879,-5.251439180682,1
50,8.69070362400947,-5.3826345525181,1
51,8.80421732055446,-5.41347742114123,1
52,8.63503766204915,-5.47384095992528,1
53,8.61486741838751,-5.59493990274601,1
54,9.04467909985326,-5.06377978719037,1
55,8.44993838846903,-5.10350721685324,1
56,8.85231246054668,-4.75678537154144,1
57,8.84767054741574,-4.99845289262673,1
58,8.59902737074421,-5.02377796931257,1
59,8.37429332430503,-5.53681161898694,1
60,8.67349662038632,-4.86261663535748,1
61,8.185493109838,-5.31640587364647,1
62,8.215631234115,-5.50251155818628,1
63,8.48304074959937,-5.55117721544907,1
64,8.65819123562497,-5.72147517985071,1
65,7.98431847777499,-5.80701038497476,1
66,8.49332870008586,-5.15724836281406,1
67,8.6716642847162,-5.52538052412025,1
68,8.45371094739989,-4.96573321032038,1
69,8.3267564419862,-5.27249508011615,1
70,8.36202896017806,-5.48936189715921,1
71,8.47414541452621,-5.56243834664633,1
72,8.34841720050905,-5.24520447542828,1
73,7.83199020596838,-5.6566044846248,1
74,8.12054432168866,-5.82677103584841,1
75,7.71767917830415,-5.58010437558243,1
76,7.83884835814855,-6.12350270803552,1
77,8.24098690045006,-6.04314895661193,1
78,7.98200277778422,-5.55083589949078,1
79,7.82746789488414,-5.55278823269542,1
80,8.39004988549515,-5.30007904609465,1
81,7.70719623194015,-6.04729552388533,1
82,7.6664773785063,-5.72230940902561,1
83,7.74434714813073,-5.30752879021367,1
84,7.53984137299233,-6.16151944319075,1
85,7.81527080632734,-6.06747460045741,1
86,7.62755822970798,-5.44404653227375,1
87,8.04849117192345,-6.12515197200492,1
88,8.22429962283043,-5.43499262026331,1
89,7.73954619143592,-5.69627827484051,1
90,7.58778323795338,-6.00406415089104,1
91,7.97120973254835,-5.92420748926281,1
92,8.05710270809677,-5.86217261152636,1
93,8.19590054845911,-5.61084603978243,1
94,7.67674890449599,-5.60946617913459,1
95,7.65700077369659,-6.12544525281182,1
96,7.56729545636843,-5.79957303566597,1
97,8.16976020817333,-6.0887671958097,1
98,7.91804492212382,-5.68822070997527,1
99,8.23369643806321,-6.40212932921229,1
100,7.48745724982427,-5.75910313428051,1
101,7.52667423949607,-6.02506874199918,1
102,7.28515590581822,-6.40877236719971,1
103,7.20451956425838,-6.39382747142665,1
104,7.38363714997797,-5.69458430343088,1
105,7.35420665319959,-6.5738625015688,1
106,7.47999171435523,-6.00012484469428,1
107,7.34448441514579,-5.94799483370186,1
108,7.03994488093969,-6.23058977959494,1
109,7.37688442671889,-6.4512157870456,1
110,7.55158269187752,-5.84177598307041,1
111,7.36316928996592,-6.11572502114374,1
112,7.56960193874201,-6.57842027837164,1
113,7.8475532972669,-6.089037292679,1
114,7.87147736160309,-5.94088577322883,1
115,7.37711054543402,-6.26746988622635,1
116,7.71344754722799,-6.69980983735371,1
117,7.40433017948141,-6.61405222042572,1
118,6.97728977159233,-6.33569895141609,1
119,7.8103215801846,-6.17745843499226,1
120,6.89958671051829,-6.4567185801489,1
121,6.79663775112413,-6.62206844777934,1
122,7.4078436544919,-6.26478056354953,1
123,7.58571445645925,-5.96859927252795,1
124,7.51001334488965,-6.29497881730725,1
125,7.25607709640045,-6.24872825629313,1
126,7.0833018287265,-6.06510641620048,1
127,6.92205100997705,-6.66385611544231,1
128,6.81959382800055,-6.9064835231903,1
129,7.30400932542656,-7.01987232595665,1
130,7.03614009066372,-6.41695355627766,1
131,7.3313324222091,-6.1513649689519,1
132,7.48255500563019,-6.47966137243351,1
133,6.90970325505997,-6.7534520201491,1
134,7.33048253911195,-6.24410850169843,1
135,7.16553257481789,-6.67840018552105,1
136,6.72799152217581,-6.8585123296605,1
137,6.63186739228367,-7.10773151528136,1
138,7.27911469535527,-6.2095322214162,1
139,6.43677507490137,-6.41109522616479,1
140,6.71157708465347,-6.70205342491688,1
141,6.49470224065414,-6.3886395505799,1
142,6.91883061359018,-7.17447822275285,1
143,6.63102383379932,-6.97816340504449,1
144,7.00099206383762,-7.08464323572496,1
145,6.65178519821842,-7.32310593613329,1
146,6.79970732921566,-6.58386173927675,1
147,6.84766900893626,-6.43800865079562,1
148,6.71880235154338,-7.33033822352577,1
149,6.84147045785234,-6.34905657166562,1
150,6.7061621486861,-7.08900055095935,1
151,6.9622836226808,-6.76170680561877,1
152,6.93337416357124,-7.41471887287529,1
153,6.28119145374593,-6.56749188923778,1
154,6.97099321443682,-6.58752189117442,1
155,6.473582172723,-7.23014876598692,1
156,6.82099140258212,-7.00900738614883,1
157,6.34741542701652,-6.64776266838757,1
158,6.53510364148568,-7.21149774615597,1
159,6.53834694234061,-6.590806861348,1
160,6.46302115480076,-6.86753965275445,1
161,6.77667861821394,-6.66525829621174,1
162,6.62478635844155,-6.57765124234078,1
163,6.40822391209214,-7.05745436612229,1
164,5.9103033202593,-7.13149095769047,1
165,6.56730618354694,-7.34574425281059,1
166,6.25883554440128,-7.43434904628755,1
167,5.78554614342803,-6.84153464739902,1
168,6.71411176067432,-6.98179206186969,1
169,6.67318461752126,-7.1969408372398,1
170,6.59305325918592,-7.46763275667148,1
171,5.70223377343913,-7.383442212459,1
172,5.75151154115525,-7.1606604038744,1
173,5.65918986306574,-6.96431918180153,1
174,5.95245670369766,-7.24812496354611,1
175,6.11688196250908,-7.49904437415068,1
176,5.72391650768397,-7.70365117568712,1
177,6.17662898832109,-7.14771388733156,1
178,6.3702702156603,-7.13350524107155,1
179,6.08078479022231,-7.34846220448714,1
180,6.0442967371984,-7.46105321315882,1
181,6.10447924260795,-7.61540639232294,1
182,5.83249578406524,-7.04002444378404,1
183,5.69836679328039,-7.09723798176157,1
184,6.0270752263521,-7.63912502683519,1
185,5.91289758236348,-7.32728137589263,1
186,6.16029571042085,-6.94071327241947,1
187,5.61022321153383,-7.78846305542878,1
188,6.08348968037018,-7.73401894522797,1
189,6.26702606648556,-7.49688502311454,1
190,6.00621347626566,-7.34950780356565,1
191,5.61018888984654,-7.45823438281626,1
192,5.36156389239331,-7.71580975989319,1
193,5.29832149812764,-6.98791164511286,1
194,5.69603054399838,-7.16035440749391,1
195,5.35522123383453,-7.28186151460164,1
196,5.20517948849157,-7.6348338856967,1
197,5.3832331552804,-7.33051256147839,1
198,5.32472880829678,-7.50902540684014,1
199,5.28063601153441,-7.98153797693245,1
200,5.81336144856235,-8.02516027151326,1
201,5.69021485214641,-7.91511715943164,1
202,5.54832386867108,-7.75294978824551,1
203,5.38198229677072,-7.96843584720951,1
204,5.56391858040158,-7.73557887201233,1
205,4.97667770723956,-7.98867724796073,1
206,5.63090651228312,-7.98085561062254,1
207,5.72399242948118,-7.50723979108012,1
208,4.99503704521809,-7.20175753986341,1
209,5.1857228229772,-7.7857836061669,1
210,4.98721187149383,-7.44491225002897,1
211,5.6826933446741,-7.55481543088006,1
212,5.2068825344713,-7.45406696852098,1
213,4.80301144314415,-7.17719148105677,1
214,4.9300840360898,-7.19338283274629,1
215,5.13231300585962,-8.02813423229592,1
216,4.78319240922552,-7.84232278356942,1
217,5.25329517669985,-7.64007279056783,1
218,4.72671449444273,-7.86317960417597,1
219,4.80482098874715,-7.30305280831635,1
220,5.20534573796773,-7.34581332580467,1
221,5.23852173346048,-7.81147954445699,1
222,5.26717181572327,-8.04556603837842,1
223,4.71634601643689,-7.90431638299736,1
224,4.70317424977044,-7.78274490544274,1
225,5.03048164569069,-7.93354106112847,1
226,4.84174259923079,-8.12210951213477,1
227,4.60141754884999,-8.14649416871751,1
228,4.50308153809717,-7.88178135206286,1
229,5.33231960213872,-8.14464036676451,1
230,4.76821662842745,-7.43773729356986,1
231,4.87694464004973,-7.51605612693845,1
232,4.59542494460906,-7.78813007141891,1
233,4.4864493760399,-8.13910703962544,1
234,5.14770894402853,-7.51264563510475,1
235,4.68589089996482,-7.90553391490207,1
236,4.12065418861662,-8.03621783014046,1
237,4.5960607496721,-7.9113800384163,1
238,4.75992945408,-7.71569433860273,1
239,4.73635033513559,-7.45900285930705,1
240,4.62758257857992,-7.64113354037745,1
241,4.84077816827089,-8.03621534976869,1
242,4.77162476695209,-8.14459366132389,1
243,4.74218327468856,-7.73641631041944,1
244,4.7821402763653,-7.81537678094765,1
245,4.32617964700021,-8.06477060718814,1
246,4.35380143657876,-8.12408114384113,1
247,4.57935919463069,-7.90415323130908,1
248,4.45862682896556,-8.29371244184363,1
249,4.54629880160662,-8.36415120660537,1
250,4.09261644262018,-8.49895079247628,1
251,4.66288658770852,-7.95895415318392,1
252,4.57356612712661,-7.58647232834429,1
253,3.80512874985761,-8.39210408760784,1
254,4.69850780491107,-8.04315005585134,1
255,4.27389715898498,-8.13044388398191,1
256,4.53523241118869,-7.86600639306889,1
257,4.28762762256295,-7.90869891901789,1
258,4.14499796640686,-8.39928709125411,1
259,4.5783873736558,-7.81915776847247,1
260,3.74362248610609,-7.9859772967023,1
261,4.36947447328296,-7.78052945534528,1
262,4.13825550640745,-7.83712986454877,1
263,4.29814649054107,-8.36243053367787,1
264,4.23006014676909,-8.0743687562012,1
265,4.26588851945995,-8.15269349168405,1
266,4.00311756989603,-8.42788659875967,1
267,3.46266167438557,-8.44536229464975,1
268,3.36317117433732,-8.31410803187677,1
269,4.28990153939805,-7.88045130201827,1
270,4.1820410693615,-7.93951449161198,1
271,3.93345350318472,-8.18709057721458,1
272,4.20151791496726,-7.72626476909837,1
273,3.30873786999035,-8.11783034264086,1
274,4.0091201461072,-7.92733596836421,1
275,3.37843501467209,-8.35360920543899,1
276,3.37756502258716,-8.22063952937603,1
277,3.48099957896861,-7.93215925809178,1
278,3.49834441462548,-7.71909199900888,1
279,3.8484582064944,-8.36028596872837,1
280,3.12537499707146,-8.71685857577968,1
281,3.01637560356324,-8.6912311016987,1
282,3.67411583399495,-7.95981456513538,1
283,3.54201982950875,-8.57711992074709,1
284,3.69717634474544,-8.15044246921024,1
285,3.73148885723888,-7.90063213790696,1
286,3.70090556606259,-7.97722266850323,1
287,3.18336815515225,-7.90318678049342,1
